cell line	drug	target	log10[IC50 (M)]	log10[GI50 (M)]	log2[HillSlope]	E_max
MCF10A	NSC663284	CDC25	-5.6674	-5.7118	1.3283	0.0048707
MCF10A	NU6102	CDK1/2	-5.2472	-5.327999999999999	0.0201	0.07576000000000001
MCF10A	Nutlin 3a	MDM2	-5.1344	-5.2479	-0.0337	0.1323
MCF10A	Olomoucine II	CDK1	-5.4893	-5.5327	1.5656	0.011766
MCF10A	Oxaliplatin	DNA cross-linker	-5.1265	-5.4388	-0.7070	0.068747
MCF10A	Oxamflatin	HDAC	-6.0874	-6.1679	0.6434	0.0010322
MCF10A	PD173074	FGFR1/3	-4.9983	-4.9074	1.1263	0.06802799999999999
MCF10A	PP242 hydrate	MTOR	-7.2991	-7.5499	-0.8941	0.17643
MCF10A	Paclitaxel	TUBB	-7.9773	-8.0613	1.1233	0.15575
MCF10A	SB-715992	KSP	-7.422999999999999	-7.465	0.8552	0.089138
MCF10A	Sigma AKT1-2 inhibitor	AKT	-5.2511	-5.3485	0.1545	0.059784000000000004
MCF10A	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.2222	-5.301	0.8286	0.0023554
MCF10A	TCS2312 dihydrochloride	CHK1	-5.8971	-5.9255	2.0000	0.023462
MCF10A	Tamoxifen	ESR1	-4.4238	-4.4751	1.6003	0.0025881999999999997
MCF10A	Temsirolimus	MTOR	-6.1219	NaN	-1.6030	0.15416
MCF10A	Topotecan	TOP1	-6.9901	-7.2644	-0.7122	0.014100999999999999
MCF10A	Trichostatin A	HDAC	-4.7805	-4.8665	0.3718	0.0060988
MCF10A	Triciribine	AKT	-6.3694	-6.5359	-1.2944	0.15905
MCF10A	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN
MCF10A	Valproic acid	HDAC	-2.9352	-3.0146	0.5529	0.022894
MCF10A	Vinorelbine	TUBB	-7.4893	-7.5675	1.7437	0.1477
MCF10A	Vorinostat	HDAC	-3.6778	-3.7353	0.3323	0.051144999999999996
MCF10A	XRP44X	ELK3	-6.4245	-6.4557	1.9986	0.1369
MCF10A	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN
MCF10A	Z-Leu-Leu-Norvalinal	Proteasome	NaN	NaN	NaN	NaN
MCF10F	17-AAG	HSP90	-7.3037	-7.4975	1.1600	0.10437
MCF10F	5-FU	TYMS	-4.8205	-5.3604	-0.7056	0.012341
MCF10F	5-FUdR	TYMS	-3.3982	-4.3437	-1.3183	0.31001
MCF10F	AG1478	EGFR	-6.5018	-6.7736	0.7630	0.3112
MCF10F	BIBW2992	EGFR/HER2	-6.5441	-7.0254	-0.8234	0.04388
MCF10F	Baicalein	Lipoxygenase	NaN	NaN	NaN	NaN
MCF10F	Bortezomib	Proteasome	-6.4518	-6.907	-0.4108	0.009639299999999998
MCF10F	Bosutinib	Src	-5.5139	-5.7838	0.5059	0.29980999999999997
MCF10F	CGC-11047	Polyamine analogue	-3.642	-4.3303	-1.0436	0.18274
MCF10F	CGC-11144	Polyamine analogue	-5.8263	-5.9925	1.5912	0.002232
MCF10F	CPT-11	TOP1	-4.6939	-5.2107	-0.6700	0.37233
MCF10F	Carboplatin	DNA cross-linker	-4.3011	-4.4202	0.5539	0.007856199999999999
MCF10F	Cisplatin	DNA cross-linker	-5.2453	-5.4373	0.4468	0.0058489
MCF10F	Docetaxel	TUBB	-8.4334	-8.6146	0.7790	0.2946
MCF10F	Doxorubicin	TOP2	-6.2596	-6.4169	-1.1884	0.70818
MCF10F	Epirubicin	TOP2	-6.1942	-6.3722	0.6031	0.0028811
MCF10F	Erlotinib	EGFR	-6.4786	-6.7339	0.7364	0.26355
MCF10F	Etoposide	TOP2	-5.0331	-6.1903	-1.0353	0.38677
MCF10F	Everolimus	MTOR	NaN	NaN	NaN	NaN
MCF10F	Fascaplysin	CDK4	-6.3999	-6.5768	1.0510	0
MCF10F	GSK1059615	PI3K	-6.4562	-6.7332	-0.1517	0.079444
MCF10F	GSK1070916	AURK	-5.1824	-5.6977	-0.1612	0.16827999999999999
MCF10F	GSK1120212	MEK	-7.7544	-8.1042	0.2987	0.30505
MCF10F	GSK1838705A	IGF1R	-6.0139	-6.2804	1.4810	0.24654
MCF10F	GSK2119563A	PI3K	NaN	NaN	NaN	NaN
MCF10F	GSK2126458A	PI3K	-8.0168	-8.6572	-0.4978	0.14153
MCF10F	GSK461364	PLK1	-6.016	-7.2051	-1.2328	0.23917
MCF10F	GSK923295	CENPE	-4.7707	-6.3486	0.1969	0.44448999999999994
MCF10F	Gefitinib	EGFR	-5.9189	-6.22	0.5917	0.20235
MCF10F	Geldanamycin	HSP90	-8.0697	-8.1444	1.4547	0.09305
MCF10F	Gemcitabine	DNA replication	-6.7141	-7.1662	-1.1367	0.1832
MCF10F	IKK 16	IKK	-5.2986	-5.4106	1.9993	0
MCF10F	Ibandronate sodium salt	FDPS	-3.2635	-3.8306	-0.4208	0.37999
MCF10F	Imatinib	ABL/KIT/PDGFR	-4.5326	-4.7421	1.2901	0.005854600000000001
MCF10F	Ixabepilone	TUBB	-6.9112	-8.065	-1.1966	0.074588
MCF10F	LBH589	HDAC	-5.9106	-6.0075	1.6996	0.094266
MCF10F	Lestaurtinib	FLT3/JAK2/TrkA	-5.5832	-5.7297	1.0129	0.026989999999999997
MCF10F	MG-132	Proteasome	-6.9813	-7.1416	0.7416	0.042088
MCF10F	MLN4924	NAE1	-5.7249	-6.2501	-0.2461	0.33574
MCF10F	NSC663284	CDC25	-5.4833	-5.6512	0.5792	0.0028187
MCF10F	NU6102	CDK1/2	-4.7832	-4.9822	1.0426	0.053119000000000006
MCF10F	Nutlin 3a	MDM2	-4.792	-5.1968	0.4832	0.33976
MCF10F	Olomoucine II	CDK1	-4.9869	-5.0822	1.8828	0.052258000000000006
MCF10F	Oxaliplatin	DNA cross-linker	-5.1157	-5.3478	-0.7715	0.07029400000000001
MCF10F	Oxamflatin	HDAC	-5.329	-5.4579	1.4136	0.022413
MCF10F	PD173074	FGFR1/3	NaN	NaN	NaN	NaN
MCF10F	PP242 hydrate	MTOR	-8.2104	-8.8465	-0.7430	0.24875
MCF10F	Paclitaxel	TUBB	-7.9727	-8.1102	1.0158	0.2428
MCF10F	SB-715992	KSP	-7.3877	-7.641	0.8774	0.2478
MCF10F	Sigma AKT1-2 inhibitor	AKT	-5.1737	-5.4463	-0.0648	0.10004
MCF10F	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.2671	-5.3932	1.5291	0.017778
MCF10F	TCS2312 dihydrochloride	CHK1	-5.6036	-5.6971	1.4761	0.051748
MCF10F	Tamoxifen	ESR1	NaN	NaN	NaN	NaN
MCF10F	Temsirolimus	MTOR	-5.3001	NaN	-1.7964	0.28009
MCF10F	Topotecan	TOP1	-6.5122	-7.0465	-1.0910	0.060704999999999995
MCF10F	Trichostatin A	HDAC	-4.0665	-4.269	1.0929	0.037843
MCF10F	Triciribine	AKT	-6.9805	-7.6879	-1.0230	0.07885299999999999
MCF10F	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN
MCF10F	Valproic acid	HDAC	-2.3554	-2.3415	1.7837	0.014575999999999999
MCF10F	Vinorelbine	TUBB	-7.6827	-7.8817	1.6365	0.3278
MCF10F	Vorinostat	HDAC	-2.8810000000000002	-3.1133	0.9351	0.079169
MCF10F	XRP44X	ELK3	NaN	NaN	NaN	NaN
MCF10F	Z-Leu-Leu-Leu-al	Proteasome	-6.8555	-7.1224	0.8711	0.13681
MCF10F	Z-Leu-Leu-Norvalinal	Proteasome	-6.3502	-6.6528	0.5489	0.013484000000000001
MCF12A	17-AAG	HSP90	-7.3244	-7.4672	1.3323	0.05449
MCF12A	5-FU	TYMS	-4.6098	-4.8465	-0.3492	0.0053281000000000005
MCF12A	5-FUdR	TYMS	-4.4604	-4.8749	-0.9040	0.06799
MCF12A	AG1478	EGFR	-6.2259	-6.6869	1.0762	0.25775
MCF12A	BIBW2992	EGFR/HER2	-6.727	-7.0937	-0.5947	0.050283
MCF12A	Baicalein	Lipoxygenase	-4.7427	-4.8683	1.3095	0.26904
MCF12A	Bortezomib	Proteasome	-6.5421	-6.7379999999999995	-0.2225	0.01965
MCF12A	Bosutinib	Src	-5.8329	-6.1058	0.2400	0.065461
MCF12A	CGC-11047	Polyamine analogue	NaN	NaN	NaN	NaN
MCF12A	CGC-11144	Polyamine analogue	-6.077000000000001	-6.2451	-0.3448	0.0049331
MCF12A	CPT-11	TOP1	-5.1223	-5.8203	-0.5413	0.24394000000000002
MCF12A	Carboplatin	DNA cross-linker	-3.9261	-4.0632	0.5583	0.042289999999999994
MCF12A	Cisplatin	DNA cross-linker	-4.9273	-5.0679	0.5291	0.01209
MCF12A	Docetaxel	TUBB	-8.2368	-8.6178	0.4060	0.34355
MCF12A	Doxorubicin	TOP2	-6.9235	-7.4358	-0.4418	0.24896
MCF12A	Epirubicin	TOP2	-7.0822	-7.3078	-0.2479	0.0016051
MCF12A	Erlotinib	EGFR	-6.0558	-6.2901	0.0155	0.18900999999999998
MCF12A	Etoposide	TOP2	-6.0783	-6.4905	-1.2700	0.096965
MCF12A	Everolimus	MTOR	-4.9545	-5.1396	-0.5481	0.22687
MCF12A	Fascaplysin	CDK4	-6.3982	-6.485	1.1170	0.0023671
MCF12A	GSK1059615	PI3K	-5.9254	-6.3645	0.1104	0.032437
MCF12A	GSK1070916	AURK	-5.018	-5.2827	0.0854	0.21076
MCF12A	GSK1120212	MEK	-8.1545	-8.6879	0.2406	0.29963
MCF12A	GSK1838705A	IGF1R	NaN	NaN	NaN	NaN
MCF12A	GSK2119563A	PI3K	-5.7582	-5.9587	-0.7745	0.15138
MCF12A	GSK2126458A	PI3K	-7.8784	-8.1272	-0.6063	0.052828
MCF12A	GSK461364	PLK1	-5.5839	-5.831	-1.0087	0.21994
MCF12A	GSK923295	CENPE	-5.5319	-5.8695	-1.1694	0.25363
MCF12A	Gefitinib	EGFR	-6.0646	-6.2119	0.6581	0.15414
MCF12A	Geldanamycin	HSP90	-7.6765	-7.7504	1.6949	0.06001
MCF12A	Gemcitabine	DNA replication	-7.4446	-7.6193	0.4751	0.14770999999999998
MCF12A	IKK 16	IKK	-5.4239	-5.4705	1.8742	0.0055792
MCF12A	Ibandronate sodium salt	FDPS	-3.5393	-3.7638	0.1160	0.19314
MCF12A	Imatinib	ABL/KIT/PDGFR	-4.4029	-4.4579	1.7679	0.006544199999999999
MCF12A	Ixabepilone	TUBB	-8.0065	-8.1636	-0.1748	0.053015999999999994
MCF12A	LBH589	HDAC	-6.2682	-6.4164	1.3354	0.026657
MCF12A	Lestaurtinib	FLT3/JAK2/TrkA	-6.1179	-6.3652	0.2422	0.08234
MCF12A	MG-132	Proteasome	-7.2965	-7.4021	1.2409	0.028946
MCF12A	MLN4924	NAE1	-6.6975	-7.0920000000000005	-0.2200	0.22359
MCF12A	NSC663284	CDC25	-5.7192	-5.7871	2.0000	0.008006000000000001
MCF12A	NU6102	CDK1/2	-4.7809	-4.9444	1.1090	0.047202999999999995
MCF12A	Nutlin 3a	MDM2	-5.6610000000000005	-5.8686	0.0172	0.20588
MCF12A	Olomoucine II	CDK1	-5.1151	-5.2151	2.0000	0.2187
MCF12A	Oxaliplatin	DNA cross-linker	-5.4326	-5.7545	-0.7653	0.050155
MCF12A	Oxamflatin	HDAC	-5.5398	-5.6994	1.0307	0.0016324000000000002
MCF12A	PD173074	FGFR1/3	-4.6481	-4.6419999999999995	1.1757	0.29169
MCF12A	PP242 hydrate	MTOR	-7.0554	-7.7564	-1.3310	0.25267
MCF12A	Paclitaxel	TUBB	-7.872000000000001	-7.9736	1.9964	0.3105
MCF12A	SB-715992	KSP	-7.0657	-7.3108	0.7934	0.11360999999999999
MCF12A	Sigma AKT1-2 inhibitor	AKT	-4.8256	-5.0081	0.4433	0.1273
MCF12A	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.1288	-5.1979	1.5857	0.0024241999999999996
MCF12A	TCS2312 dihydrochloride	CHK1	-5.9924	-6.1961	0.5321	0.10912999999999999
MCF12A	Tamoxifen	ESR1	-4.8587	-4.919	1.7268	0.0041782
MCF12A	Temsirolimus	MTOR	-4.9179	-5.1132	0.5758	0.043128
MCF12A	Topotecan	TOP1	-6.8629999999999995	-7.6411	-0.7843	0.020824000000000002
MCF12A	Trichostatin A	HDAC	-4.6507	-4.7526	0.6554	0.024205
MCF12A	Triciribine	AKT	-6.8181	-7.2326	-1.1302	0.15357
MCF12A	VX-680	AURK/FLT3/ABL/JAK2	-5.7835	-6.1471	-0.6834	0.19275
MCF12A	Valproic acid	HDAC	-2.6010000000000004	-2.7737	0.4109	0.085668
MCF12A	Vinorelbine	TUBB	-7.9781	-8.051	1.9993	0.2931
MCF12A	Vorinostat	HDAC	-3.6907	-3.827	0.2642	0.048746
MCF12A	XRP44X	ELK3	-6.5021	-6.6819	1.0638	0.26836
MCF12A	Z-Leu-Leu-Leu-al	Proteasome	-7.1054	-7.3686	0.7312	0.05330700000000001
MCF12A	Z-Leu-Leu-Norvalinal	Proteasome	-6.7589999999999995	-7.0225	0.5782	0.0040714
MCF7	17-AAG	HSP90	-5.5267	-6.2554	-0.6652	0.29903
MCF7	5-FU	TYMS	-3.5542	-4.3345	-0.9286	0.1618
MCF7	5-FUdR	TYMS	-2.301	-3.8407	0.0257	0.54357
MCF7	AG1478	EGFR	NaN	NaN	NaN	NaN
MCF7	BIBW2992	EGFR/HER2	NaN	NaN	NaN	NaN
MCF7	Baicalein	Lipoxygenase	-3.9362	-3.9849	1.9953	0.38001999999999997
MCF7	Bortezomib	Proteasome	-6.6724	-7.0551	0.3893	0.12482
MCF7	Bosutinib	Src	-4.1284	-5.6468	-0.4160	0.49517
MCF7	CGC-11047	Polyamine analogue	-2.4693	-3.2887	-1.0052	0.21969
MCF7	CGC-11144	Polyamine analogue	-5.5234	-6.3001	-0.6985	0.033329000000000004
MCF7	CPT-11	TOP1	-4.376	-4.5863	0.7706	0.2308
MCF7	Carboplatin	DNA cross-linker	-3.1874	-3.6325	0.2240	0.3221
MCF7	Cisplatin	DNA cross-linker	-4.234	-4.6447	0.2363	0.19814
MCF7	Docetaxel	TUBB	-6.8236	-7.976	0.1427	0.48283000000000004
MCF7	Doxorubicin	TOP2	-6.7235	-6.9475	0.4005	0.19627
MCF7	Epirubicin	TOP2	-5.9181	-6.4764	0.5302	0.14377
MCF7	Erlotinib	EGFR	NaN	NaN	NaN	NaN
MCF7	Etoposide	TOP2	-4.2247	-5.1533	-0.9983	0.37055
MCF7	Everolimus	MTOR	NaN	NaN	NaN	NaN
MCF7	Fascaplysin	CDK4	-6.5102	-6.6917	0.9287	0
MCF7	GSK1059615	PI3K	-4.6506	-5.6069	0.3271	0.40042
MCF7	GSK1070916	AURK	-4.8141	-4.9891	1.3871	0.19906
MCF7	GSK1120212	MEK	NaN	NaN	NaN	NaN
MCF7	GSK1838705A	IGF1R	-5.5369	-6.0785	0.3979	0.25119
MCF7	GSK2119563A	PI3K	NaN	NaN	NaN	NaN
MCF7	GSK2126458A	PI3K	-7.563	-8.1347	0.0342	0.1585
MCF7	GSK461364	PLK1	-4.6631	-6.4936	1.6496	0.3789
MCF7	GSK923295	CENPE	-4.4776	-5.7399	-0.8036	0.53635
MCF7	Gefitinib	EGFR	-4.4776	-4.5825	0.0552	0.51902
MCF7	Geldanamycin	HSP90	-4.0	-6.6252	0.5099	0.6161
MCF7	Gemcitabine	DNA replication	-3.8416	-4.489	1.2041	0.73188
MCF7	IKK 16	IKK	NaN	NaN	NaN	NaN
MCF7	Ibandronate sodium salt	FDPS	-3.9651	-4.2942	1.2473	0.22673000000000001
MCF7	Imatinib	ABL/KIT/PDGFR	-4.5889	-4.7959	1.0286	0.001853
MCF7	Ixabepilone	TUBB	NaN	NaN	NaN	NaN
MCF7	LBH589	HDAC	-6.8292	-7.124	0.6079	0.031796
MCF7	Lestaurtinib	FLT3/JAK2/TrkA	-5.6794	-5.8446	1.4255	0.013947999999999999
MCF7	MG-132	Proteasome	-6.236000000000001	-6.4871	0.4730	0.0036775999999999996
MCF7	MLN4924	NAE1	-6.1838	-7.1668	-0.4218	0.19454000000000002
MCF7	NSC663284	CDC25	-5.2999	-5.489	0.8844	0.00296
MCF7	NU6102	CDK1/2	-4.5052	-4.6055	1.9975	0.17538
MCF7	Nutlin 3a	MDM2	-4.8657	-5.2657	-0.3719	0.22726
MCF7	Olomoucine II	CDK1	-5.1401	-5.245	1.8516	0.09353
MCF7	Oxaliplatin	DNA cross-linker	-4.3497	-5.3091	-0.7124	0.16421
MCF7	Oxamflatin	HDAC	-5.4857	-5.7907	0.2798	0.08801
MCF7	PD173074	FGFR1/3	NaN	NaN	NaN	NaN
MCF7	PP242 hydrate	MTOR	-9.6593	-10.375	-1.2159	0.19742
MCF7	Paclitaxel	TUBB	-7.1065	-7.8335	0.7172	0.4743
MCF7	SB-715992	KSP	-6.66	-7.3871	-1.1400	0.09295700000000001
MCF7	Sigma AKT1-2 inhibitor	AKT	-5.4021	-5.8174	0.1991	0.03764
MCF7	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-5.12	-5.2371	1.6844	0.0023753
MCF7	TCS2312 dihydrochloride	CHK1	-5.7677	-6.007000000000001	0.5460	0.012905000000000002
MCF7	Tamoxifen	ESR1	-3.9578	-4.1395	-1.0834	0.52912
MCF7	Temsirolimus	MTOR	-5.1008	-5.7896	-1.2602	0.23553000000000002
MCF7	Topotecan	TOP1	-5.2955	-5.8839	0.1165	0.26166
MCF7	Trichostatin A	HDAC	-4.9761	-5.1867	0.7803	0.069722
MCF7	Triciribine	AKT	-6.1686	-6.7767	-0.2361	0.28662
MCF7	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN
MCF7	Valproic acid	HDAC	-2.2348	-2.6402	0.7891	0.22143000000000002
MCF7	Vinorelbine	TUBB	-7.3826	-7.8807	0.0718	0.20105
MCF7	Vorinostat	HDAC	-3.9464	-4.224	0.3499	0.058099
MCF7	XRP44X	ELK3	-3.8761	-6.3476	1.9946	0.5337
MCF7	Z-Leu-Leu-Leu-al	Proteasome	-6.1376	-6.4133	0.1545	0.019116
MCF7	Z-Leu-Leu-Norvalinal	Proteasome	-5.656000000000001	-5.8182	0.9214	0.015843
MDAMB134VI	17-AAG	HSP90	-7.1306	-7.3874	1.3363	0.1285
MDAMB134VI	5-FU	TYMS	-2.5858	-3.5621	-0.2803	0.3023
MDAMB134VI	5-FUdR	TYMS	-2.3116	-3.2528	-0.7629	0.53058
MDAMB134VI	AG1478	EGFR	NaN	NaN	NaN	NaN
MDAMB134VI	BIBW2992	EGFR/HER2	-5.2044	-5.4921	0.5675	0.029033999999999997
MDAMB134VI	Baicalein	Lipoxygenase	-3.7773	-4.0364	1.5748	0.55919
MDAMB134VI	Bortezomib	Proteasome	-7.0895	-7.3434	1.3346	0.007851
MDAMB134VI	Bosutinib	Src	NaN	NaN	NaN	NaN
MDAMB134VI	CGC-11047	Polyamine analogue	NaN	NaN	NaN	NaN
MDAMB134VI	CGC-11144	Polyamine analogue	-5.6049	-6.4374	-0.4020	0.013681
MDAMB134VI	CPT-11	TOP1	NaN	NaN	NaN	NaN
MDAMB134VI	Carboplatin	DNA cross-linker	-3.3930000000000002	-3.6484	1.8290	0.050942
MDAMB134VI	Cisplatin	DNA cross-linker	-4.3185	-4.6818	0.9290	0.073771
MDAMB134VI	Docetaxel	TUBB	-7.8585	-8.2672	0.7433	0.353
MDAMB134VI	Doxorubicin	TOP2	-6.2596	-6.4295	0.8480	0.55015
MDAMB134VI	Epirubicin	TOP2	-5.8538	-6.2772	0.6915	0.016281999999999998
MDAMB134VI	Erlotinib	EGFR	NaN	NaN	NaN	NaN
MDAMB134VI	Etoposide	TOP2	-4.0551	-5.6362	-0.8874	0.41915
MDAMB134VI	Everolimus	MTOR	NaN	NaN	NaN	NaN
MDAMB134VI	Fascaplysin	CDK4	-6.3988	-6.6442	0.9260	0
MDAMB134VI	GSK1059615	PI3K	-5.7232	-6.2573	0.7493	0.014663999999999998
MDAMB134VI	GSK1070916	AURK	-4.5868	-5.5744	-0.8373	0.48641999999999996
MDAMB134VI	GSK1120212	MEK	-6.6651	-8.0082	-0.0096	0.44247
MDAMB134VI	GSK1838705A	IGF1R	-4.9248	-5.2286	0.8343	0.044461
MDAMB134VI	GSK2119563A	PI3K	NaN	NaN	NaN	NaN
MDAMB134VI	GSK2126458A	PI3K	-7.2177	-7.9713	-0.4262	0.009210700000000002
MDAMB134VI	GSK461364	PLK1	-4.6231	-4.9107	1.9998	0.20888
MDAMB134VI	GSK923295	CENPE	-6.6702	-6.9826	1.9917	0.4617
MDAMB134VI	Gefitinib	EGFR	-4.4776	-4.6396	1.3231	0.6958300000000001
MDAMB134VI	Geldanamycin	HSP90	-7.2162	-7.7365	1.1846	0.24483000000000002
MDAMB134VI	Gemcitabine	DNA replication	NaN	NaN	NaN	NaN
MDAMB134VI	IKK 16	IKK	-5.1497	-5.2966	1.9995	0.0037113
MDAMB134VI	Ibandronate sodium salt	FDPS	-3.6032	-4.2035	0.3618	0.31842
MDAMB134VI	Imatinib	ABL/KIT/PDGFR	-4.2771	-4.5481	0.7329	0.019107
MDAMB134VI	Ixabepilone	TUBB	-8.0317	-8.6548	0.3840	0.3186
MDAMB134VI	LBH589	HDAC	-6.6939	-7.1038	0.7325	0.26382
MDAMB134VI	Lestaurtinib	FLT3/JAK2/TrkA	-5.5685	-6.4747	-0.7584	0.18807000000000001
MDAMB134VI	MG-132	Proteasome	-6.5185	-6.7474	1.2786	0.015788999999999997
MDAMB134VI	MLN4924	NAE1	-6.2974	-7.0851	-0.0654	0.3562
MDAMB134VI	NSC663284	CDC25	-5.029	-5.1937	1.5311	0
MDAMB134VI	NU6102	CDK1/2	-4.4669	-4.6218	1.9989	0.24933000000000002
MDAMB134VI	Nutlin 3a	MDM2	NaN	NaN	NaN	NaN
MDAMB134VI	Olomoucine II	CDK1	-4.9295	-5.2018	1.9996	0.4163
MDAMB134VI	Oxaliplatin	DNA cross-linker	NaN	NaN	NaN	NaN
MDAMB134VI	Oxamflatin	HDAC	-5.5895	-6.1794	-0.0788	0.045437
MDAMB134VI	PD173074	FGFR1/3	NaN	NaN	NaN	NaN
MDAMB134VI	PP242 hydrate	MTOR	-8.1441	-9.5949	-1.5951	0.11888
MDAMB134VI	Paclitaxel	TUBB	-6.1622	-8.0456	1.2916	0.5193
MDAMB134VI	SB-715992	KSP	-6.8811	-7.3984	0.2857	0.20425
MDAMB134VI	Sigma AKT1-2 inhibitor	AKT	-4.7669999999999995	-5.1323	1.0976	0.06118
MDAMB134VI	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-4.9109	-5.0599	1.8508	0.0046584
MDAMB134VI	TCS2312 dihydrochloride	CHK1	-5.5117	-5.7896	1.3443	0.38626
MDAMB134VI	Tamoxifen	ESR1	-3.7773	NaN	-1.8625	0.6189100000000001
MDAMB134VI	Temsirolimus	MTOR	-5.1297	NaN	-1.4896	0.26349
MDAMB134VI	Topotecan	TOP1	-5.5309	-6.8888	-1.0253	0.2275
MDAMB134VI	Trichostatin A	HDAC	-4.8003	-5.2452	0.8552	0.16635
MDAMB134VI	Triciribine	AKT	-4.4776	-6.2585	-1.0035	0.7038399999999999
MDAMB134VI	VX-680	AURK/FLT3/ABL/JAK2	-4.7252	-5.7263	-1.1456	0.3198
MDAMB134VI	Valproic acid	HDAC	-2.6459	-3.1453	0.3471	0.083049
MDAMB134VI	Vinorelbine	TUBB	-7.5799	-7.8968	1.6681	0.36005
MDAMB134VI	Vorinostat	HDAC	-3.7735	-4.4372	0.2159	0.24103000000000002
MDAMB134VI	XRP44X	ELK3	-5.5042	-6.007000000000001	0.8396	0.40129000000000004
MDAMB134VI	Z-Leu-Leu-Leu-al	Proteasome	-6.6551	-6.7627	2.0000	0.136
MDAMB134VI	Z-Leu-Leu-Norvalinal	Proteasome	-6.0511	-6.1492	1.9996	0.027819999999999998
MDAMB157	17-AAG	HSP90	NaN	NaN	NaN	NaN
MDAMB157	5-FU	TYMS	-2.6788	-3.1374	-0.4055	0.31051
MDAMB157	5-FUdR	TYMS	-2.301	-3.9345	-1.2612	0.50107
MDAMB157	AG1478	EGFR	-4.7075	-4.8684	1.9756	0.31626
MDAMB157	BIBW2992	EGFR/HER2	-5.5155	-5.5973	2.0000	0.0069143
MDAMB157	Baicalein	Lipoxygenase	-4.1167	-4.2501	1.3494	0.17148
MDAMB157	Bortezomib	Proteasome	-7.3015	-7.4332	1.6586	0.00744
MDAMB157	Bosutinib	Src	NaN	NaN	NaN	NaN
MDAMB157	CGC-11047	Polyamine analogue	-3.1878	-3.5106	-1.1134	0.28015
MDAMB157	CGC-11144	Polyamine analogue	-6.7957	-7.0163	0.9694	0.0057193
MDAMB157	CPT-11	TOP1	-4.5072	-4.5341	1.3601	0.07001399999999999
MDAMB157	Carboplatin	DNA cross-linker	NaN	NaN	NaN	NaN
MDAMB157	Cisplatin	DNA cross-linker	-4.626	-4.7712	0.8432	0.014351
MDAMB157	Docetaxel	TUBB	NaN	NaN	NaN	NaN
MDAMB157	Doxorubicin	TOP2	-6.8059	-7.3282	0.9038	0.092307
MDAMB157	Epirubicin	TOP2	-6.335	-6.4068	2.0000	0.1065
MDAMB157	Erlotinib	EGFR	NaN	NaN	NaN	NaN
MDAMB157	Etoposide	TOP2	-5.2864	-6.0724	-0.9067	0.097827
MDAMB157	Everolimus	MTOR	NaN	NaN	NaN	NaN
MDAMB157	Fascaplysin	CDK4	-6.5212	-6.7578	0.9705	0
MDAMB157	GSK1059615	PI3K	NaN	NaN	NaN	NaN
MDAMB157	GSK1070916	AURK	-5.6709	-5.9571	-1.1066	0.21821999999999997
MDAMB157	GSK1120212	MEK	NaN	NaN	NaN	NaN
MDAMB157	GSK1838705A	IGF1R	-4.8081	-5.1173	0.6544	0.13289
MDAMB157	GSK2119563A	PI3K	NaN	NaN	NaN	NaN
MDAMB157	GSK2126458A	PI3K	-5.4106	-6.5395	-0.6341	0.38499
MDAMB157	GSK461364	PLK1	-8.9391	-9.061	1.3984	0.23399999999999999
MDAMB157	GSK923295	CENPE	-7.3921	-7.5478	1.0779	0.2465
MDAMB157	Gefitinib	EGFR	-4.7605	-4.8727	1.6271	0.22834000000000002
MDAMB157	Geldanamycin	HSP90	NaN	NaN	NaN	NaN
MDAMB157	Gemcitabine	DNA replication	NaN	NaN	NaN	NaN
MDAMB157	IKK 16	IKK	-5.5303	-5.7266	1.3190	0
MDAMB157	Ibandronate sodium salt	FDPS	-4.1744	-4.386	0.8805	0.036206
MDAMB157	Imatinib	ABL/KIT/PDGFR	-4.5652	-4.7246	1.5948	0.0035799
MDAMB157	Ixabepilone	TUBB	-7.9475	-8.3635	0.1763	0.11805
MDAMB157	LBH589	HDAC	-6.9973	-7.3133	0.1243	0.0017894999999999999
MDAMB157	Lestaurtinib	FLT3/JAK2/TrkA	-6.1515	-6.4829	0.1840	0.12007999999999999
MDAMB157	MG-132	Proteasome	-6.6281	-6.8061	1.1712	0.005852
MDAMB157	MLN4924	NAE1	-6.6396	-7.2785	-0.5025	0.23144
MDAMB157	NSC663284	CDC25	-5.7624	-5.8555	1.9996	0.0018039999999999998
MDAMB157	NU6102	CDK1/2	-4.2713	-4.2761	1.9971	0.29383000000000004
MDAMB157	Nutlin 3a	MDM2	-4.3432	-4.4637	1.9996	0.43838999999999995
MDAMB157	Olomoucine II	CDK1	-5.093999999999999	-5.1873	2.0000	0.11581
MDAMB157	Oxaliplatin	DNA cross-linker	NaN	NaN	NaN	NaN
MDAMB157	Oxamflatin	HDAC	-5.8159	-6.1392	0.0718	0.018546
