cell line	drug	target	log10[max. dose (M)]	R^2 (goodness of fit)	log10[EC50 (M)]	log10[IC50 (M)]	log10[GI50 (M)]	HillSlope	E_inf	E_max	AUC
MB157	GSK1059615	PI3K	-3.8761	0.9303	-5.3471	-5.1653	-6.1416	0.9344	0.1621	0.19602	6.777
MB157	GSK1070916	AURK	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	GSK1120212	MEK	-4.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.7902
MB157	GSK1838705A	IGF1R	-4.1759	0.9174	-5.0031	-5.003	-5.1017	0.8689	0	0.16046	6.9197
MB157	GSK2119563A	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	GSK2126458A	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	GSK461364	PLK1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	GSK923295	CENPE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	Gefitinib	EGFR	-4.4776	0.8135	-4.7573	-4.7572	-5.3766	1.328	0	0.29834	7.7218
MB157	Geldanamycin	HSP90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	Gemcitabine	DNA replication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	IKK 16	IKK	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	Ibandronate sodium salt	FDPS	-2.8239	0.9724	-3.8709	-3.8713	-4.0221	1.226	0	0.049417	7.0943
MB157	Imatinib	ABL/KIT/PDGFR	-3.248	0.9257	-4.625	-4.6237	-4.6819999999999995	3.987	0.003943	0.0039461999999999995	6.5279
MB157	Ixabepilone	TUBB	-4.4045	0.9839	-8.1805	-8.1609	-8.2593	2.013	0.04442	0.04442	3.4312
MB157	LBH589	HDAC	-4.4776	0.9963	-7.0016	-6.9966	-7.1499	1.264	0.0076549999999999995	0.008294200000000002	4.9865
MB157	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9869	-5.8896	-5.8833	-6.0548	1.131	0.008625	0.033058	6.556
MB157	MG-132	Proteasome	-4.1759	0.9959	-6.6559	-6.6511	-6.7205	3.2439999999999998	0.01775	0.01775	5.0831
MB157	MLN4924	NAE1	-4.1759	0.9932	-6.7019	-6.466	-6.6475	1.618	0.2922	0.29225999999999996	6.0738
MB157	NSC663284	CDC25	-3.7773	0.9945	-5.6313	-5.6304	-5.6766	4.0	0.0034240000000000004	0.0034240000000000004	5.8731
MB157	NU6102	CDK1/2	-4.1759	0.9438	-4.8498	-4.7875	-4.8482	3.997	0.218	0.21958000000000003	8.0111
MB157	Nutlin 3a	MDM2	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.1232
MB157	Olomoucine II	CDK1	-3.8761	0.9859	-5.1941	-5.1370000000000005	-5.1962	3.998	0.2032	0.2032	7.261
MB157	Oxaliplatin	DNA cross-linker	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	Oxamflatin	HDAC	-4.1759	0.9933	-6.0469	-6.0431	-6.204	1.169	0.005429	0.011845999999999999	5.8284
MB157	PD173074	FGFR1/3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	PP242 hydrate	MTOR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	Paclitaxel	TUBB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	SB-715992	KSP	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.802	-4.8682	-4.8653	-4.9110000000000005	3.9739999999999998	0.013040000000000001	0.014787	7.3056
MB157	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.8627	-5.4393	-5.439	-5.6747	0.9393	0	0.026751999999999998	5.675
MB157	TCS2312 dihydrochloride	CHK1	-4.4776	0.9897	-6.3886	-6.3458	-6.4006	4.0	0.1633	0.1633	6.3309
MB157	Tamoxifen	ESR1	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.4451
MB157	Temsirolimus	MTOR	-3.8761	0.8548	-6.0781	-6.0777	NaN	0.2809	0	0.19403	5.1396
MB157	Topotecan	TOP1	-3.9626	0.9843	-7.1696	-7.1692	-7.8725	0.9499	0	0	3.8081
MB157	Trichostatin A	HDAC	-2.301	0.9928	-4.968	-4.9666	-5.0738	1.7480000000000002	0.003153	0.0031747	4.5977
MB157	Triciribine	AKT	-4.4776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.8795
MB157	VX-680	AURK/FLT3/ABL/JAK2	-4.0	0.9915	-7.096	-7.0691	-7.1271	3.784	0.1047	0.1047	4.6667
MB157	Valproic acid	HDAC	-1.8239	0.8521	-2.2654	-2.1761	-2.3415	1.2690000000000001	0.1149	0.30593000000000004	8.1743
MB157	Vinorelbine	TUBB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	Vorinostat	HDAC	-1.7282	0.9916	-3.9622	-3.9617	-4.1528	0.9727	0	0.0066766	5.2394
MB157	XRP44X	ELK3	-3.8761	0.9962	-5.9311	-5.7887	-5.935	1.9780000000000002	0.2386	0.23867	6.3513
MB157	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MB157	Z-Leu-Leu-Norvalinal	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF10A	17-AAG	HSP90	-4.0	0.9898	-7.365	-7.3423	-7.4309	2.4565	0.049045	0.049045	3.9543
MCF10A	5-FU	TYMS	-1.7167	0.98745	-4.6117	-4.6114	-4.8502	0.7477	0	0.0078725	4.0421
MCF10A	5-FUdR	TYMS	-2.301	0.9599	-4.834	-4.7882	-4.8935	1.208	0.059579999999999994	0.060399	5.2312
MCF10A	AG1478	EGFR	-3.7773	0.9641	-6.6213	-6.5368	-6.6626	1.9980000000000002	0.1438	0.14382999999999999	5.23
MCF10A	BIBW2992	EGFR/HER2	-4.1759	0.9681	-7.4799	-7.4254	-7.5242	1.4409999999999998	0.0821	0.082116	4.2860000000000005
MCF10A	Baicalein	Lipoxygenase	-3.7773	0.8898	-4.8266	-4.6911	-4.7562	2.255	0.2401	0.24458000000000002	7.7896
MCF10A	Bortezomib	Proteasome	-3.7773	0.9309	-5.9583	-5.9251	-6.0072	1.0859999999999999	0.02164	0.045663999999999996	5.7542
MCF10A	Bosutinib	Src	-4.0	0.9541	-5.905	-5.8507	-5.9161	2.112	0.1164	0.11648	6.3996
MCF10A	CGC-11047	Polyamine analogue	-2.301	0.7953	-4.073	-4.0734	-4.1721	0.375	0	0.17794000000000001	5.5606
MCF10A	CGC-11144	Polyamine analogue	-3.15	0.9374	-5.79	-5.7897	-5.8851	0.8967	0	0.0057874	5.0079
MCF10A	CPT-11	TOP1	-4.0696	0.9422	-5.7206	-5.5395	-5.7374	0.7664	0.1367	0.18116	6.6568
MCF10A	Carboplatin	DNA cross-linker	-2.8697	0.9617	-4.0847	-4.0851	-4.2144	1.36	0	0.020291999999999998	6.8904
MCF10A	Cisplatin	DNA cross-linker	-3.6021	0.9394	-4.9281	-4.928	-5.1195	1.12	0	0.025923	6.6225
MCF10A	Docetaxel	TUBB	-5.0	0.97235	-8.6485	-8.4958	-8.6453	1.4580000000000002	0.1865	0.18661	4.3758
MCF10A	Doxorubicin	TOP2	-6.2596	0.9093	-6.9277	-6.9278	-6.9505	1.162	0	0.14335	7.6021
MCF10A	Epirubicin	TOP2	-3.7645	0.9708	-6.6245	-6.6246	-6.7413	1.219	0	0	4.4868
MCF10A	Erlotinib	EGFR	-4.1759	0.9662	-5.8784	-5.7979	-5.957000000000001	0.9345	0.07481499999999999	0.10964000000000002	6.1693
MCF10A	Etoposide	TOP2	-3.4776	0.9356	-5.3466	-5.3469	-5.4148	0.4964	0.014509999999999999	0.10558	5.7838
MCF10A	Everolimus	MTOR	-4.1759	0.8867	-5.7599	-5.7598	NaN	0.3746	0	0.20324	5.9668
MCF10A	Fascaplysin	CDK4	-4.4776	0.9668	-6.4206	-6.421	-6.47	2.905	0	0	5.8112
MCF10A	GSK1059615	PI3K	-3.8761	0.98975	-6.4736	-6.4606	-6.6011	1.127	0.02132	0.02281	4.9008
MCF10A	GSK1070916	AURK	-4.4776	0.9215	-5.9786	-5.8636	-6.1244	0.5384	0.06045	0.19618	6.4581
MCF10A	GSK1120212	MEK	-4.7773	0.97605	-8.2693	-8.0487	-8.2293	1.6805	0.2626	0.26261	4.9256
MCF10A	GSK1838705A	IGF1R	-4.1759	0.9671	-5.3889	-5.3889	-5.5186	0.9268	0.02083	0.036853	6.6135
MCF10A	GSK2119563A	PI3K	-4.4776	0.9678	-6.5066	-6.5064	-6.6272	0.563	0	0.067232	5.462999999999999
MCF10A	GSK2126458A	PI3K	-4.4776	0.9921	-8.0456	-8.0015	-8.1389	0.6359	0.03105	0.036241	3.5848
MCF10A	GSK461364	PLK1	-4.4776	0.95795	-7.4301	-7.3739	-7.4378	3.3139999999999996	0.1744	0.1744	5.0596
MCF10A	GSK923295	CENPE	-4.4776	0.9412	-7.4031	-7.1898	-7.3207	3.0580000000000003	0.3669	0.3669	5.972
MCF10A	Gefitinib	EGFR	-4.4776	0.9631	-6.1856	-6.1532	-6.2264	2.73	0.09268	0.0927	6.4305
MCF10A	Geldanamycin	HSP90	-4.0	0.9888	-8.19	-8.1632	-8.2354	2.8	0.06022	0.06022	2.9586
MCF10A	Gemcitabine	DNA replication	-3.8416	0.9637	-7.7446	-7.5227	-7.7141	1.042	0.2014	0.20142000000000002	4.2132
MCF10A	IKK 16	IKK	-4.1759	0.9773	-5.5359	-5.5357	-5.5732	1.985	0	0.0019948	6.316
MCF10A	Ibandronate sodium salt	FDPS	-2.8239	0.8805	-3.3611	-3.3445	-3.4165	1.7209999999999999	0.03172	0.13469	8.1046
MCF10A	Imatinib	ABL/KIT/PDGFR	-3.248	0.9742	-4.444	-4.4439	-4.4645	3.388	0.001093	0.0011812	6.6451
MCF10A	Ixabepilone	TUBB	-4.4045	0.94285	-8.0355	-8.011000000000001	-8.0613	2.557	0.0488	0.048837	3.859
MCF10A	LBH589	HDAC	-4.4776	0.968	-6.8196	-6.8174	-6.8899	1.5830000000000002	0.00373	0.0039255	5.1318
MCF10A	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9399	-6.2046	-6.2048	-6.3193	0.6804	0	0.06261900000000001	5.7908
MCF10A	MG-132	Proteasome	-4.1759	0.9764	-7.1839	-7.1819	-7.2127	4.0	0.009331	0.009331	4.3693
MCF10A	MLN4924	NAE1	-4.1759	0.9257	-6.3929	-6.1576	-6.3757	0.6034	0.1395	0.1773	5.8169
MCF10A	NSC663284	CDC25	-3.7773	0.9765	-5.6693	-5.6674	-5.7118	2.511	0.0048530000000000005	0.0048707	5.7116
MCF10A	NU6102	CDK1/2	-4.1759	0.9584	-5.2469	-5.2472	-5.327999999999999	1.014	0	0.07576000000000001	7.0416
MCF10A	Nutlin 3a	MDM2	-4.1759	0.9346	-5.3169	-5.1344	-5.2479	0.9769	0	0.1323	7.0415
MCF10A	Olomoucine II	CDK1	-3.8761	0.9673	-5.4931	-5.4893	-5.5327	2.96	0.01175	0.011766	6.485
MCF10A	Oxaliplatin	DNA cross-linker	-3.2013	0.9357	-5.1263	-5.1265	-5.4388	0.6126	0	0.068747	5.8246
MCF10A	Oxamflatin	HDAC	-4.1759	0.9791	-6.0869	-6.0874	-6.1679	1.5619999999999998	0	0.0010322	5.9056
MCF10A	PD173074	FGFR1/3	-4.4776	0.9408	-4.9983	-4.9983	-4.9074	2.1830000000000003	0	0.06802799999999999	7.5325
MCF10A	PP242 hydrate	MTOR	-4.301	0.9476	-7.617000000000001	-7.2991	-7.5499	0.5381	0.1629	0.17643	4.6086
MCF10A	Paclitaxel	TUBB	-4.4776	0.98655	-8.0476	-7.9773	-8.0613	2.1785	0.15575	0.15575	4.2751
MCF10A	SB-715992	KSP	-4.4776	0.9598	-7.4736	-7.422999999999999	-7.465	1.8090000000000002	0.08913	0.089138	4.575
MCF10A	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.9265	-5.2509	-5.2511	-5.3485	1.113	0	0.059784000000000004	6.9784
MCF10A	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.965	-5.2223	-5.2222	-5.301	1.776	0	0.0023554	6.1671
MCF10A	TCS2312 dihydrochloride	CHK1	-4.4776	0.9646	-5.9026	-5.8971	-5.9255	4.0	0.023459999999999998	0.023462	6.6063
MCF10A	Tamoxifen	ESR1	-3.7773	0.8658	-4.4239	-4.4238	-4.4751	3.032	0	0.0025881999999999997	7.8861
MCF10A	Temsirolimus	MTOR	-3.8761	0.8618	-6.1221	-6.1219	NaN	0.3292	0	0.15416	5.0694
MCF10A	Topotecan	TOP1	-3.9626	0.978	-6.9901	-6.9901	-7.2644	0.6104	0	0.014100999999999999	4.1275
MCF10A	Trichostatin A	HDAC	-2.301	0.9831	-4.788	-4.7805	-4.8665	1.294	0.005497999999999999	0.0060988	5.0583
MCF10A	Triciribine	AKT	-4.4776	0.9489	-6.3696	-6.3694	-6.5359	0.4077	0.0034159999999999998	0.15905	5.7659
MCF10A	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF10A	Valproic acid	HDAC	-1.8239	0.9654	-2.9349	-2.9352	-3.0146	1.4669999999999999	0	0.022894	7.0702
MCF10A	Vinorelbine	TUBB	-4.3335	0.9695	-7.5395	-7.4893	-7.5675	3.3489999999999998	0.1477	0.1477	4.3217
MCF10A	Vorinostat	HDAC	-1.7282	0.9823	-3.7122	-3.6778	-3.7353	1.2590000000000001	0.048889999999999996	0.051144999999999996	5.9794
MCF10A	XRP44X	ELK3	-3.8761	0.9819	-6.4591	-6.4245	-6.4557	3.9960000000000004	0.1369	0.1369	5.434
MCF10A	Z-Leu-Leu-Leu-al	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF10A	Z-Leu-Leu-Norvalinal	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF10F	17-AAG	HSP90	-4.0	0.9743	-7.3525	-7.3037	-7.4975	2.2345	0.10437	0.10437	4.2062
MCF10F	5-FU	TYMS	-1.7167	0.9674	-4.8207	-4.8205	-5.3604	0.6132	0	0.012341	4.1201
MCF10F	5-FUdR	TYMS	-2.301	0.9449	-3.693	-3.3982	-4.3437	0.401	0.1192	0.31001	6.6381
MCF10F	AG1478	EGFR	-3.7773	0.9376	-6.7693	-6.5018	-6.7736	1.6969999999999998	0.3084	0.3112	5.8805
MCF10F	BIBW2992	EGFR/HER2	-4.1759	0.9349	-6.5439	-6.5441	-7.0254	0.5651	0	0.04388	5.1668
MCF10F	Baicalein	Lipoxygenase	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.7787
MCF10F	Bortezomib	Proteasome	-3.7773	0.9879	-6.4513	-6.4518	-6.907	0.7522	0	0.009639299999999998	4.6275
MCF10F	Bosutinib	Src	-4.0	0.9306	-5.791	-5.5139	-5.7838	1.42	0.2978	0.29980999999999997	7.1248
MCF10F	CGC-11047	Polyamine analogue	-2.301	0.8287	-3.642	-3.642	-4.3303	0.4851	0	0.18274	6.2466
MCF10F	CGC-11144	Polyamine analogue	-3.15	0.9678	-5.827000000000001	-5.8263	-5.9925	3.013	0.002232	0.002232	4.9643
MCF10F	CPT-11	TOP1	-4.0696	0.8412	-4.8887	-4.6939	-5.2107	0.6285	0.1375	0.37233	7.3175
MCF10F	Carboplatin	DNA cross-linker	-2.8697	0.9901	-4.3007	-4.3011	-4.4202	1.4680000000000002	0	0.007856199999999999	6.4409
MCF10F	Cisplatin	DNA cross-linker	-3.6021	0.93415	-5.2451	-5.2453	-5.4373	1.3630000000000002	0	0.0058489	6.3583
MCF10F	Docetaxel	TUBB	-5.0	0.9663	-8.658999999999999	-8.4334	-8.6146	1.716	0.2946	0.2946	4.9801
MCF10F	Doxorubicin	TOP2	-6.2596	0.8259	-5.7006	-6.2596	-6.4169	0.4388	0.1948	0.70818	8.3091
MCF10F	Epirubicin	TOP2	-3.7645	0.9818	-6.1955	-6.1942	-6.3722	1.5190000000000001	0.0026089999999999998	0.0028811	5.3019
MCF10F	Erlotinib	EGFR	-4.1759	0.9864	-6.6739	-6.4786	-6.7339	1.666	0.2635	0.26355	6.1072
MCF10F	Etoposide	TOP2	-3.4776	0.9115	-6.1406	-5.0331	-6.1903	0.4879	0.35600000000000004	0.38677	6.2122
MCF10F	Everolimus	MTOR	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.7201
MCF10F	Fascaplysin	CDK4	-4.4776	0.9815	-6.3996	-6.3999	-6.5768	2.072	0	0	5.5879
MCF10F	GSK1059615	PI3K	-3.8761	0.97575	-6.5361	-6.4562	-6.7332	0.9002	0.07562999999999999	0.079444	5.1553
MCF10F	GSK1070916	AURK	-4.4776	0.8918	-5.1824	-5.1824	-5.6977	0.8943	0	0.16827999999999999	7.2746
MCF10F	GSK1120212	MEK	-4.7773	0.95765	-8.0603	-7.7544	-8.1042	1.23	0.3048	0.30505	5.2526
MCF10F	GSK1838705A	IGF1R	-4.1759	0.9102	-6.1259	-6.0139	-6.2804	2.7915	0.2454	0.24654	6.7563
MCF10F	GSK2119563A	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF10F	GSK2126458A	PI3K	-4.4776	0.9586	-8.2176	-8.0168	-8.6572	0.7082	0.1396	0.14153	4.0322
MCF10F	GSK461364	PLK1	-4.4776	0.8285	-6.0156	-6.016	-7.2051	0.4255	0	0.23917	6.1498
MCF10F	GSK923295	CENPE	-4.4776	0.8219	-6.1677	-4.7707	-6.3486	1.1462	0.2546	0.44448999999999994	6.9424
MCF10F	Gefitinib	EGFR	-4.4776	0.9497	-6.1176	-5.9189	-6.22	1.507	0.2014	0.20235	6.6572
MCF10F	Geldanamycin	HSP90	-4.0	0.986	-8.102	-8.0697	-8.1444	2.741	0.09305	0.09305	3.3677
MCF10F	Gemcitabine	DNA replication	-3.8416	0.9817	-7.0696	-6.7141	-7.1662	0.4548	0.1554	0.1832	4.7293
MCF10F	IKK 16	IKK	-4.1759	0.9483	-5.2989	-5.2986	-5.4106	3.998	0	0	7.2766
MCF10F	Ibandronate sodium salt	FDPS	-2.8239	0.8695	-3.5859	-3.2635	-3.8306	0.747	0.2128	0.37999	7.7782
MCF10F	Imatinib	ABL/KIT/PDGFR	-3.248	0.9698	-4.5325	-4.5326	-4.7421	2.4455	0	0.005854600000000001	6.8208
MCF10F	Ixabepilone	TUBB	-4.4045	0.8943	-6.9115	-6.9112	-8.065	0.4363	0	0.074588	4.8821
MCF10F	LBH589	HDAC	-4.4776	0.9672	-5.9386	-5.9106	-6.0075	3.248	0.09425	0.094266	7.0861
MCF10F	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9504	-5.5926	-5.5832	-5.7297	2.0180000000000002	0.021519999999999997	0.026989999999999997	7.2322
MCF10F	MG-132	Proteasome	-4.1759	0.9764	-7.0039	-6.9813	-7.1416	1.672	0.042069999999999996	0.042088	4.8965
MCF10F	MLN4924	NAE1	-4.1759	0.9841	-6.2629	-5.7249	-6.2501	0.8432	0.3242	0.33574	6.6091
MCF10F	NSC663284	CDC25	-3.7773	0.9813	-5.4833	-5.4833	-5.6512	1.494	0	0.0028187	5.848
MCF10F	NU6102	CDK1/2	-4.1759	0.9567	-4.7831	-4.7832	-4.9822	2.06	0	0.053119000000000006	7.7437
MCF10F	Nutlin 3a	MDM2	-4.1759	0.9	-5.0644	-4.792	-5.1968	1.3978	0.13493	0.33976	7.4849
MCF10F	Olomoucine II	CDK1	-3.8761	0.9459	-5.0001	-4.9869	-5.0822	3.688	0.05219	0.052258000000000006	7.5056
MCF10F	Oxaliplatin	DNA cross-linker	-3.2013	0.955	-5.1153	-5.1157	-5.3478	0.5858	0	0.07029400000000001	5.7552
MCF10F	Oxamflatin	HDAC	-4.1759	0.9636	-5.3359	-5.329	-5.4579	2.6639999999999997	0.02162	0.022413	7.2158
MCF10F	PD173074	FGFR1/3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF10F	PP242 hydrate	MTOR	-4.301	0.9683	-8.705	-8.2104	-8.8465	0.5975	0.247	0.24875	3.9764
MCF10F	Paclitaxel	TUBB	-4.4776	0.9947	-8.1156	-7.9727	-8.1102	2.022	0.2428	0.2428	4.6787
MCF10F	SB-715992	KSP	-4.4776	0.9126	-7.5496	-7.3877	-7.641	1.837	0.2478	0.2478	5.3588
MCF10F	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.9724	-5.1739	-5.1737	-5.4463	0.9561	0	0.10004	6.8338
MCF10F	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.9685	-5.2723	-5.2671	-5.3932	2.886	0.017730000000000003	0.017778	6.5541
MCF10F	TCS2312 dihydrochloride	CHK1	-4.4776	0.9578	-5.6206	-5.6036	-5.6971	2.782	0.05112	0.051748	7.183
MCF10F	Tamoxifen	ESR1	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.362
MCF10F	Temsirolimus	MTOR	-3.8761	0.7792	-5.3001	-5.3001	NaN	0.2879	0	0.28009	5.9814
MCF10F	Topotecan	TOP1	-3.9626	0.96475	-6.5121	-6.5122	-7.0465	0.46945	0	0.060704999999999995	4.8639
MCF10F	Trichostatin A	HDAC	-2.301	0.9375	-4.082	-4.0665	-4.269	2.133	0.037689999999999994	0.037843	6.5932
MCF10F	Triciribine	AKT	-4.4776	0.8938	-7.0306	-6.9805	-7.6879	0.4921	0.02783	0.07885299999999999	4.8002
MCF10F	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF10F	Valproic acid	HDAC	-1.8239	0.95	-2.3554	-2.3554	-2.3415	3.443	0	0.014575999999999999	7.6306
MCF10F	Vinorelbine	TUBB	-4.3335	0.86155	-7.848	-7.6827	-7.8817	3.109	0.3278	0.3278	5.3146
MCF10F	Vorinostat	HDAC	-1.7282	0.9436	-2.9172	-2.8810000000000002	-3.1133	1.912	0.07427	0.079169	7.3687
MCF10F	XRP44X	ELK3	-3.8761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.6891
MCF10F	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.8270000000000001	-6.9319	-6.8555	-7.1224	1.829	0.1368	0.13681	5.1467
MCF10F	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.9833	-6.3579	-6.3502	-6.6528	1.463	0.01285	0.013484000000000001	5.3267
MCF12A	17-AAG	HSP90	-4.0	0.9858	-7.3260000000000005	-7.3244	-7.4672	2.5180000000000002	0.05449	0.05449	4.3677
MCF12A	5-FU	TYMS	-1.7167	0.9774	-4.6097	-4.6098	-4.8465	0.785	0	0.0053281000000000005	4.4501
MCF12A	5-FUdR	TYMS	-2.301	0.9769	-4.4605	-4.4604	-4.8749	0.5344	0	0.06799	5.3277
MCF12A	AG1478	EGFR	-3.7773	0.9479	-6.4083	-6.2259	-6.6869	2.1085	0.2565	0.25775	5.7717
MCF12A	BIBW2992	EGFR/HER2	-4.1759	0.9617	-6.7709	-6.727	-7.0937	0.6622	0.03211	0.050283	4.9893
MCF12A	Baicalein	Lipoxygenase	-3.7773	0.92375	-4.8779	-4.7427	-4.8683	2.4785	0.267	0.26904	7.2659
MCF12A	Bortezomib	Proteasome	-3.7773	0.9807	-6.5428	-6.5421	-6.7379999999999995	0.8571	0	0.01965	4.4931
MCF12A	Bosutinib	Src	-4.0	0.9718	-5.88	-5.8329	-6.1058	1.181	0.059829999999999994	0.065461	5.7722
MCF12A	CGC-11047	Polyamine analogue	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF12A	CGC-11144	Polyamine analogue	-3.15	0.9901	-6.077000000000001	-6.077000000000001	-6.2451	0.7874	0	0.0049331	4.2375
MCF12A	CPT-11	TOP1	-4.0696	0.9371	-5.239	-5.1223	-5.8203	0.68715	0.0852	0.24394000000000002	7.0534
MCF12A	Carboplatin	DNA cross-linker	-2.8697	0.97625	-3.9262	-3.9261	-4.0632	1.4725	0	0.042289999999999994	6.9985
MCF12A	Cisplatin	DNA cross-linker	-3.6021	0.9799	-4.9271	-4.9273	-5.0679	1.443	0	0.01209	6.595
MCF12A	Docetaxel	TUBB	-5.0	0.9298	-8.626	-8.2368	-8.6178	1.325	0.3435	0.34355	5.1394
MCF12A	Doxorubicin	TOP2	-6.2596	0.8299	-6.9235	-6.9235	-7.4358	0.7362	0	0.24896	6.9971
MCF12A	Epirubicin	TOP2	-3.7645	0.977	-7.0825	-7.0822	-7.3078	0.8421	0	0.0016051	3.7649
MCF12A	Erlotinib	EGFR	-4.1759	0.9437	-6.2244	-6.0558	-6.2901	1.0108	0.16579000000000002	0.18900999999999998	6.2716
MCF12A	Etoposide	TOP2	-3.4776	0.9782	-6.1316	-6.0783	-6.4905	0.41465	0.024880000000000003	0.096965	4.7863
MCF12A	Everolimus	MTOR	-4.1759	0.81	-4.9545	-4.9545	-5.1396	0.6839	0	0.22687	6.806
MCF12A	Fascaplysin	CDK4	-4.4776	0.98835	-6.3991	-6.3982	-6.485	2.169	0.0017125	0.0023671	5.7422
MCF12A	GSK1059615	PI3K	-3.8761	0.958	-5.9441	-5.9254	-6.3645	1.0795	0.02375	0.032437	5.6533
MCF12A	GSK1070916	AURK	-4.4776	0.8094	-5.018	-5.018	-5.2827	1.061	0	0.21076	7.3701
MCF12A	GSK1120212	MEK	-4.7773	0.9782	-8.4908	-8.1545	-8.6879	1.1815	0.2996	0.29963	4.9284
MCF12A	GSK1838705A	IGF1R	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF12A	GSK2119563A	PI3K	-4.4776	0.9181	-5.7586	-5.7582	-5.9587	0.5846	0	0.15138	6.3461
MCF12A	GSK2126458A	PI3K	-4.4776	0.9856	-7.9446	-7.8784	-8.1272	0.6569	0.047830000000000004	0.052828	3.8131
MCF12A	GSK461364	PLK1	-4.4776	0.7888	-5.5836	-5.5839	-5.831	0.49700000000000005	0	0.21994	6.8984
MCF12A	GSK923295	CENPE	-4.4776	0.7869	-5.5316	-5.5319	-5.8695	0.4446	0	0.25363	6.7154
MCF12A	Gefitinib	EGFR	-4.4776	0.9509	-6.1646	-6.0646	-6.2119	1.578	0.1523	0.15414	6.5761
MCF12A	Geldanamycin	HSP90	-4.0	0.9897	-7.6935	-7.6765	-7.7504	3.2375	0.06001	0.06001	3.6298
MCF12A	Gemcitabine	DNA replication	-3.8416	0.9832	-7.5536	-7.4446	-7.6193	1.39	0.1477	0.14770999999999998	4.0962
MCF12A	IKK 16	IKK	-4.1759	0.9803	-5.4249	-5.4239	-5.4705	3.6660000000000004	0.005553	0.0055792	6.6153
MCF12A	Ibandronate sodium salt	FDPS	-2.8239	0.94225	-3.5949	-3.5393	-3.7638	1.0837	0.062285	0.19314	7.2674
MCF12A	Imatinib	ABL/KIT/PDGFR	-3.248	0.9668	-4.4045	-4.4029	-4.4579	3.4055	0.006039500000000001	0.006544199999999999	6.9187
MCF12A	Ixabepilone	TUBB	-4.4045	0.9854	-8.0605	-8.0065	-8.1636	0.8859	0.05247	0.053015999999999994	3.5632
MCF12A	LBH589	HDAC	-4.4776	0.99265	-6.2826	-6.2682	-6.4164	2.5235	0.0237	0.026657	5.9745
